"actor_id","movie_id","role"
830828,391445,""
830828,402639,Silvia
830828,402876,Raquel
830829,389876,Aloysia Webber
830830,344184,Karma Kleinfelter
830831,266424,La cousine de Françoise
830832,5056,Car Rental Clerk
830832,241795,Receptionist
830832,359963,The Customer
830832,394311,Joan Kennedy
830833,13851,Jane
830833,40813,""
830833,51886,Diane Harris
830833,94477,Connie
830833,145772,Pam
830833,201718,Herself
830833,211396,Sam
830833,246025,Kate
830833,371019,Alma Tutwiler
830833,380391,Victoria 'Vicky' Hudson Frame
830833,386992,Kellie Newmark (2002-2004)
830833,390771,Annie Dutton #1 (1995-1998)
830833,408333,Erin Fitzpatrick
830834,113499,Tessa
830835,39803,Sarah Runyan
830835,41929,First Assistant Matron (episo
830835,47480,Gossip
830835,56791,Lady who snitched
830835,68821,Mrs. Bird
830835,90281,Mrs. Ruggles
830835,105952,"Martha, Connie's Maid"
830835,131355,Timothea
830835,139560,Investigator
830835,166049,Miss Dunn
830835,198048,Ellie Clairborne
830835,231821,Maid
830835,241032,"Lenore, Lounge Attendant"
830835,241044,Henriette
830835,246254,Annie
830835,255828,"Mrs. Simms, Hannah's Neighbor"
830835,266706,Mrs. Doyle
830835,267423,Mrs. Sarah Tipton
830835,275767,Mrs. Tod Hake
830835,280686,Aunt
830835,288745,Mary Ann's mom
830835,316692,Olga Olsen
830835,330888,Secretary
830835,337073,Farmer's Wife
830835,352724,Miss Duncan
830835,361153,Annie
830835,364593,""
830836,7933,Amelia Gare
830836,21042,Caterin
830836,34955,Dinah
830836,39714,Tina
830836,59862,Denise McGoogan
830836,59863,Detective Denise McGoogan
830836,61569,Agent Lynette Graham
830836,62525,Chava Morgentaler
830836,81973,Fiona McKay
830836,83826,Simone
830836,84206,Thalia/Marla/Nicole
830836,87460,Tony
830836,121454,Litha
830836,127407,Peggy Witte
830836,128346,Mary Bradley
830836,132259,Victoria Gotti
830836,137031,Lauren Murphy
830836,141815,Hansel's Mom/Hedwig Schmitt
830836,146884,Christine De Vera
830836,154000,Suzanne
830836,157922,Mitzi
830836,162266,Anne Phelan
830836,175177,Eva Cuza
830836,190056,Nita
830836,222656,Dominica Mastrelli
830836,223774,Helen Woods
830836,252203,Babs
830836,262078,Donna
830836,263955,Amy Morgan
830836,274084,""
830836,275322,Ellen Giancola
830836,278798,Amanda Knowles
830836,293155,Jennifer Kingsley
830836,297455,Terry Lomax
830836,299539,Anna
830836,307403,Susan Goodman
830836,307964,Liz Anderson
830836,310376,Susan Aibelli
830836,315218,Olivia Page
830836,321134,Megan
830836,321209,Risa
830836,325058,Lily Storm
830836,359205,Norma
830836,363946,Ann Mason
830836,365244,Natalie
830836,367878,Lt. Helen Prescott
830836,374285,Phyliss
830836,378807,Erin Driscoll (2005-)
830836,382918,Rebecca Meyer
830836,389142,Amy Steiner
830836,394123,Zofia Rosnovski
830836,395029,Madeline
830836,399336,Susan
830836,405240,Toni Bane
830837,411884,Additional Voices
830838,306126,Woman
830839,324235,A Clown
830840,175190,Dream Participant
830841,284527,Tracey
830842,170857,Millie Smith
830842,406503,Karen Foster
830843,33742,Baby Denver
830844,50886,Madeline Bassett
830845,411237,Co-star
830846,215532,Miss Perkins
830847,334409,Don
830848,186650,Additional Player
830849,262129,Jacqueline's Sister
830850,410898,Dawn
830851,119501,Inga
830852,68162,Bridges
830853,105396,Voodoo Dancer/Church Member
830854,105396,Voodoo Dancer/Church Member
830855,55511,""
830855,164470,Curly Brown
830855,289472,Cashier
830856,3888,Herself
830856,70413,Hallie Rogers
830856,222459,Marilyn Munster
830856,324263,Tammy Tarleton
830856,394172,Karen Scott
830856,407527,Tammy Tarleton
830857,175190,Dream Participant
830857,257448,""
830857,398557,Carol
830858,262129,Jacqueline's Mother
830859,110916,News Crew
830860,27140,Pat Graham
830860,66305,Loretta & Mooney's child
830861,169151,Bar Patron
830862,7592,Herself
830862,16803,Angela McCourt
830862,26799,Alanta
830862,41500,Lena Leonard
830862,45342,Maggie
830862,46421,Bess McNeill
830862,69284,""
830862,70959,Victoria
830862,72504,Olive Stanton
830862,87177,Herself
830862,102225,Mary O'Brien
830862,113006,Herself
830862,132122,Elsie (Head Housemaid)
830862,145312,Jacqueline du Pré
830862,160311,Herself
830862,190010,Anne Sellers
830862,197990,Natalia Katkov
830862,201678,Herself
830862,212093,Marion
830862,213996,Maggie Tulliver
830862,267165,Lena Leonard
830862,274069,Reba McClane
830862,278645,Herself/interviewee
830862,294510,Anne Manning
830862,337994,Herself
830862,340058,Beatrice 'Trixie' Zurbo
830862,358197,""
830863,115805,Elizabeth Herbert
830863,334112,Rosemary
830864,27566,Herself
830864,139650,Hermione Granger
830864,139652,Hermione Granger
830864,139655,Hermione Granger
830864,139657,Hermione Granger
830864,139659,Herself
830864,139660,Herself
830865,67093,A.K. Junior
830866,42985,Herself
830866,292038,Herself
830867,118747,""
830868,228291,Herself - Scottish Historian
830869,133597,Mrs. Thwaites
830869,138992,Dr. Deborah
830869,229113,Vanessa
830869,292489,Jude
830870,263779,Milk Lady
830871,119803,Showgirl
830871,190061,Meriwhether Daughter
830871,308382,Raider
830872,34581,Fannie
830872,240835,"Scottish Couple, Others"
830872,403283,Janet Campbell
830873,169139,Child Chorus
830874,45278,Auntie
830875,191907,Annie
830876,30155,Aunt Julia
830876,43971,Aunt Priscilla
830876,48036,Countess of Knightsbridge
830876,48043,Aunt Mary
830876,54909,Donna Claricia
830876,67194,Mrs. Carruthers
830876,88070,The Hostess
830876,93785,Lady Crichton
830876,118324,""
830876,136257,Mrs. Granville
830876,166239,Mrs. Delahunt
830876,190998,Lady Paget
830876,215116,Lady Laverack
830876,258916,Lady Anne Rollestone
830876,284240,The Mother
830876,299934,Angela Browne
830876,330407,Miss McTavish
830877,107801,Madeline Usher
830877,195020,""
830878,292295,Child on Beach
830878,409840,Rose Crawley
830879,119501,Liv
830880,366712,Child
830881,193622,London Town Dozen & One Girl
830882,233920,Distinguished Slave Woman
830882,235570,Ruby Marie
830883,92482,Robot
830883,222797,The Slaygirl
830883,247568,Secretary
830883,301558,Slaymate
830884,64485,Mrs. Watson
830885,26423,Reporter
830886,236186,La Countessa Almaviva
830887,13596,Slaygirl
830888,296031,""
830889,211508,Roz
830890,385165,Presenter
830891,234123,Brandy
830891,270889,Teesha
830892,72931,Goodyear Chorus Girl
830893,43437,""
830893,325314,Sayoko's Mother
830894,46990,Stage Manager
830894,319641,""
830894,336655,Molly
830894,400546,Emma Weir
830895,211848,Moune enfant
830896,58172,Hilda
830897,108530,Salad Lady
830898,292792,Randolf's mother
830899,77216,WPC
830900,224723,Louise
830901,372259,Pursey
830902,10305,Female Official
830902,141610,Woman Diner
830902,143532,Hera
830902,143535,Hera
830902,210636,""
830902,294060,""
830902,405209,Mabel Hunnicut (2000)
830903,5831,Sarah Williamson
830903,371094,Charlotte Stamford
830903,383631,Dr. Barbara 'Baz' Samuels/Hay
830903,397182,""
830903,399189,Lyn Smallbridge/Peel
830903,408633,Victoria Morrison
830903,410801,Judy Basham
830904,5831,Sarah Williamson
830904,79691,"2nd Swimmer"
830904,167256,Dr. Basket's Nurse
830904,219194,Shawna
830904,315132,Media One
830904,381685,Nanny Barlow
830905,147393,Jackie
830906,880,Prison Warden
830906,41444,Nurse
830906,73328,Brenda
830906,97611,Attendant at The Spike
830906,117192,Chief Secretary to the Treasu
830906,118026,""
830906,127258,Audrey Hicks
830906,137623,Wendy
830906,157603,Nita Downing
830906,160572,Mrs. Havers
830906,160576,Mrs. Havers
830906,160583,Mrs. Havers
830906,175817,Older Mary Corrigan
830906,179065,Lilian
830906,185790,Frank's Mother
830906,222694,Petra
830906,332149,Mrs. Davies
830906,380259,Sister Easby (1978)
830906,382844,Mrs. Grogan
830906,392667,Robbie
830906,398463,Agnes
830906,402139,Eileen Reynolds
830907,242539,""
830909,265606,Older Nell
830910,385575,Raylena Newbourne
830911,1535,Letisha
830912,42985,Herself
830912,221297,Contestant
830912,238333,""
830913,318390,Maid
830914,390145,Cheerleader
830914,391869,"Shauna Bradley (1999-2001, 20"
830915,390338,Herself
830916,108600,Goth
830917,314982,Cindy
830918,55196,Frasquita
830918,90170,Norina
830918,101745,"Blondie, Konstanze's servant"
830918,130590,Soprano
830918,216344,Ismene
830918,341944,Flora (singer)
830919,67361,Ravenswood Staff: Occupationa
830920,249340,Kundry
830921,195327,Sue
830922,274427,Wedding Party in Philadelphia
830922,356351,Page at 12
830923,176957,Waitress
830923,305420,Bibby
830924,406274,""
830925,16644,Psych Nurse
830925,190061,Meriwhether Daughter
830925,313626,Girl in Cafe
830926,38803,Lady Emily Lyons
830926,100075,Princess Bitotska
830926,105204,Mrs. Blair (Doris's mother)
830926,115838,Countess
830926,116929,Mrs. Agatha Archer
830926,124085,Mother Superior Josephine
830926,128520,""
830926,133688,Aunt Ada Greenfield
830926,139581,Celia Fenwick
830926,161807,Miss Tiddlebaum
830926,163961,Mrs. Gretorex
830926,170378,Mrs. Packett
830926,188326,Serena Everett
830926,192410,Aunt March
830926,199466,Mrs. Harriet Mason
830926,210738,Nurse
830926,216822,J.J. Benson
830926,220779,Mrs. Custer
830926,223944,Aunt Eula Beaurevel
830926,224273,Mrs. Kimball
830926,230390,Mrs. Hamilton
830926,270911,Mrs. Monrell
830926,273083,Louisa Bradley
830926,282625,Actress
830926,308653,Grandmother
830926,321384,Mrs. Marlowe
830926,329538,Anut Cornelia Farley
830926,330384,Mrs. Charles
830926,331614,Martha Trudel
830926,333062,Mother Superior
830926,335329,Aunt Jessica Hamilton
830926,345718,Mme. Marat
830926,359863,Fanny Farrelly
830926,360068,Lady Margaret Cronin
830926,362201,La Contessa
830926,367595,Betty Bumble
830926,367919,Mrs. Moorehead
830926,372589,Mrs. Jennings
830927,2287,Herself - Performer
830927,29650,The Ghost
830927,401883,Herself
830928,145929,His Wife
830929,186290,Kate
830929,191640,Mrs. Simcox
830929,193625,Miss Willesden
830929,211565,Grandmother Stafford
830929,354538,Aunt Caroline
830930,144949,Denise
830930,158113,Reporter #4
830930,203669,Beth
830930,306244,Beth
830930,345612,""
830931,385299,Norah Gillingham
830932,253458,Sheila
830933,63030,Field Reporter #2
830933,190245,Newscaster
830933,340107,Cressida
830933,372577,Sue
830933,385884,Diana (1990)
830933,389867,Candace Thompson (1989)
830933,397106,Debbie Williams (1987-90)
830933,397936,""
830933,404282,Darlene (1988)
830934,120323,Rene
830935,336139,Jody
830936,215696,Miss United Kingdom
830937,64485,Mrs. Watson
830937,162925,""
830938,409629,""
830939,162107,Daughter
830940,383766,Herself - South Team
830941,277635,Miranda Rap Dancer
830942,316661,""
830943,201919,Muffy
830944,154709,Autograph Girl #2
830945,274427,Girl in Blue Rock Tavern
830946,9935,Vocalist
830946,104967,""
830947,359543,Air Witch
830948,83847,Vroedvrouw
830949,175803,Cpl. Maxwell
830950,169139,"Ruth, Simeon's Wife"
830951,87586,Tucker's Mother
830952,10502,Woman Singer
830952,348338,Herself
830952,359715,Vickey
830953,41888,Prostitute #1
830954,195262,Crenshaw High School Girl's B
830955,269295,"Mary, Horsie segment"
830956,384089,Patience Heatherstone
830957,356351,Page at 10
830958,313189,Playboy Mansion Guest
830959,23441,Nancy's Mother
830959,35353,Louise Abbruzzese
830959,70302,""
830959,120691,Peggy
830959,146091,""
830959,196376,Lovely's mother
830959,222809,Charge nurse
830959,389858,Rita McKee (1987)
830960,289098,Maid
830961,269416,Herself
830962,44830,Schoolgirl #2
830963,114658,Secretary
830963,270977,Gladys
830963,292779,Daughter
830963,333679,Mrs. Best
830963,335982,Maude Gilbert
830963,385299,Linda Welch (1979)
830963,388241,Prue Harris-Jones (1978)
830963,395341,Prue Harris-Jones
830964,37261,Woman in Restaurant
830965,171079,""
830966,228298,Voice Talent
830967,188114,Candy Mountains
830968,104760,United Kingdom entry (4th pla
830969,7045,Professor Finn
830969,17992,Woman Guard
830969,80557,Dorian
830969,80734,Doreen
830969,120615,Officer Jenny
830969,161309,Herself
830969,192219,Mrs. Clemens
830969,220081,Pauline Faye
830969,241474,""
830969,242431,Navy Lieutenant
830969,253361,Janice
830969,283545,TV Anchorwoman
830969,312010,Palinya
830969,355212,Anchorwoman
830970,141666,Mrs. Bennett
830971,113286,Bar Patron
830972,11362,Emily
830972,16968,ICU Desk Nurse
830972,18436,Aunt Annette
830972,26395,Sarah's Mother
830972,30961,Ms. Joyce Carr
830972,30976,Additional Voices
830972,45439,Gwen
830972,51984,Y-Vonne
830972,71476,Woman
830972,81088,""
830972,85629,Esther Wiggins
830972,148339,Duty Nurse
830972,151110,Esther Wiggins
830972,176410,Newsstand cashier
830972,196265,Jewel
830972,234054,Detective Bryan
830972,235023,Melody
830972,245611,""
830972,300163,Nonnie Russell - Coroner
830972,319625,""
830972,339547,Cleo Howard
830972,340767,Dispatcher
830972,354817,Kip Leslie
830972,362131,""
830972,368305,Secretary
830972,379760,""
830972,380313,Additional Voices
830972,381076,Danielle Craig
830972,383399,Dee Dee Sykes
830972,383536,Lucille Banks
830972,389001,Denise Willums (1985-1986)
830972,389350,Vy Smith (1990-1995)
830972,402454,Additional Voices
830972,404518,Dee Dee Sykes
830972,410797,Vernajean Williams (1975-76)
830972,411802,"Birdie (1999, 2002)"
830973,196350,Diana Raines
830973,241339,Kim
830974,2090,Leslie
830975,23436,Various children
830975,100863,Helen
830975,192409,""
830975,380317,Voices
830975,380778,Astroboy/Astro Girl
830975,385120,Ma Bagge (1999-2001)
830975,387309,Florence Hatcher (1967)
830975,389417,Maggie Barker Weaver (1958-19
830975,390055,Voices
830975,393326,Kimba
830975,404613,Ellie Harper Bergman (1968-19
830975,408264,Voices
830976,300342,Sophie
830977,183298,Sam Picconi
830977,279507,Jenny
830978,196372,Changing room friend
830979,170817,Dancing Girl
830979,306414,Jill
830980,191463,Smart French Woman
830980,360542,Prison Matron
830981,333326,Mabel Duggan
830982,411809,Josephine Edwards (1980)
830983,146726,Betty
830984,210482,Hair Salon Girl
830985,134177,Miss Ford
830986,386184,Herself - Host
830986,387609,Herself - Host
830986,389210,Herself - Host
830986,394644,Herself - Host
830986,394645,Herself - Host
830986,398011,Herself - Host
830986,398045,Herself - Host
830986,409181,Herself - Reporter
830986,409182,Herself - Reporter
830987,329807,Mildred Barlow
830988,169951,Driver's Girlfriend
830989,101070,Becky
830990,137616,Sidse
830991,189922,Rainey Edwards
830993,61721,""
830994,180761,""
830995,146430,Francine
830995,198902,La suivante
830995,384009,""
830995,384744,Monique
830997,145080,Minnie Watson
830997,216804,Mindy's Friend
830997,401610,Lydia
830997,407224,Carla Waller (1999)
830998,47462,June Leader
830999,124345,Diesel McGillicutty
831000,292696,Receptionist
831001,388100,Herself
831002,210732,Bureaucrat
831003,133684,""
831004,191432,Radio and Television Shows
831005,277726,""
831008,398020,(segment Kafka)
831009,231331,""
831010,289650,""
831011,309597,Nun
831012,277948,Voodoo Queen of New Orleans
831013,224106,The Talent Show - Latin Jazz 
831014,224106,The Talent Show - Sing It Out
831016,90247,Connie Sylvester
831016,228593,Clara Field
831017,29545,""
831017,71286,Nurse
831018,246000,Cocktail Waitress
831019,164964,Nightclub Performer
831019,371318,""
831020,200095,Ruth
831022,208088,Cal's Secretary
831022,263955,Nurse
831023,12183,Rosalie Quilter
831023,24195,Marie McTavish
831023,69371,Child
831023,143320,Toots
831023,152781,Molly Flynn
831023,157282,""
831023,191810,Pan
831023,202996,Cherry Henderson
831023,213040,Fay Eaton
831023,273465,The Wife
831023,290336,Maria
831023,302591,Gwynneth Evans
831023,346840,Sylvia Fullerton
831023,365078,Ima Nagg
831024,120279,Lady Olive Fitzmorris
831024,411811,Lillian Houseman (1961)
831025,305679,Glenna
831026,136038,""
831027,121541,Beryl
831028,235201,Mrs. Stalling #2
831029,19024,Texas Choir Member
831030,11352,Suburban housewife
831030,38019,Rita
831030,55681,Night Sister
831030,55697,Mrs. Barron
831030,55707,Frances Kemp
831030,108482,Gloria
831030,123470,Barmaid
831030,223867,Cook
831030,235694,Wife
831030,306414,Edna
831030,308917,May
831030,321982,""
831030,368928,Mrs. Goodge's Maidservant
831030,372212,Young Wife
831030,383218,Various roles
831030,388726,Sturdy Woman
831030,393975,""
831030,405992,Brenda
831030,410539,Blonde
831031,28564,Herself
831031,60465,Ballerina
831031,236968,Frau Stahlbaum
831031,253909,Herself
831032,185478,"2nd Whore"
831033,30202,""
831033,162511,Mme Brown
831033,189902,Marsha
831034,77639,Old Woman
831034,138184,Nanny
831034,210541,Neighbor
831034,331607,Olga
831034,363772,""
831034,396904,Beryl
831034,403285,Mrs. Huysmans
831035,220465,Party Guest
831035,374638,Angvisa Girl
831036,56956,Athenaise
831036,107949,Robin Stevens
831036,193718,Sherrie
831037,14974,Younger Sister
831037,235591,Waitress
831038,378934,Herself
831039,62036,Patty
831040,93043,Melanie Parker
831041,38021,Maid
831041,285201,Revolutionary
831042,203596,Elsie Revere
831043,379195,Kate
831044,93020,Tracy
831045,151055,Danica Kharacter
831046,900,Herself
831046,1787,Cristina Peck
831046,3046,Herself
831046,3055,Herself - Co-presenter: Best 
831046,26079,Additional Voices
831046,34387,Amanda
831046,61767,Grace Rhodes
831046,63140,Renee
831046,75648,Louise
831046,78015,Guila De Lezze
831046,88177,Roxeanne de Persand
831046,92095,Jennifer Evans
831046,99413,Ellie Parker
831046,115628,Janet Odgers
831046,117072,Leo's Girlfriend
831046,134595,Jennifer Carter
831046,150825,Amanda
831046,152910,Holly Maddux
831046,154271,Dawn Campbell
831046,177328,Ann Darrow
831046,207838,Shopping Cart Starlet
831046,222194,Betty Elms/Diane Selwyn
831046,229260,Julia Cook
831046,231560,Herself
831046,245536,Rebecca Yoder
831046,253527,Molly
831046,258207,Meredith
831046,270273,Suzie
831046,278437,Rachel Keller
831046,278498,Rachel Keller
831046,314092,Lila Culpepper
831046,316140,Alice
831046,324551,Jet Girl
831046,333421,Mary Chandler
831046,346133,Louise
831046,360392,Edith Evans
831046,369384,Alice Fairfield
831046,382743,Frances Heffernan
831046,391869,Julie Gibson (1991)
831046,405641,Kate Russell
831047,224106,The Talent Show - Sing It Out
831048,36839,Woman in Auto
831048,69823,""
831048,170796,""
831048,211601,Maxim Girl
831048,215862,Telephone Operator
831048,313076,Secretary
831049,714,Liquor Customer
831050,10413,Blonde pub singer
831050,11189,Mrs. Malloy
831050,69382,David Galaxy's Mother
831050,90367,Mrs. Keane
831050,105215,Mrs. Brass
831050,137462,Pub Character
831050,137623,Connie
831050,147548,Mrs. Briggs
831050,170143,Annie Bundle
831050,260206,Aunt Emm
831050,290080,Mrs. Wallace
831050,310446,Queenie
831050,348380,Mrs. Hardy
831050,381714,Freda
831050,403676,Lily Briggs (1973-75)
831050,411431,Various roles
831050,411879,Lily Briggs
831051,26824,Sadie
831051,41138,Angela Marley
831052,34611,Herself
831052,91228,Herself
831052,128089,Reporter Nita
831052,204255,Mrs. Beale
831052,209683,Herself
831052,317551,Talk Show Hostess
831052,385824,Cameron Reese (2001-2003)
831052,403664,Host
831052,405493,Vivica Shaw (1997-1999)
831053,269351,Jane
831054,110516,Lisa
831055,171511,Monica
831056,76945,Nurse
831056,99327,School Secretary
831056,236989,Farm-Girl
831056,269627,Landlady
831056,316858,Mrs. Hancock
831056,329541,Girl in Coffee Shop
831056,382064,Barbara
831056,385020,Sandra Stubbs (1988)
831056,385659,Ryelands housekeeper
831056,390149,Debbie Wilkinson
831057,318644,Nurse Rachael
831058,301777,""
831059,108389,Mayor Margaret Jones
831059,292152,""
831060,66837,Prostitute
831061,70827,Doctor
831062,32044,Model
831062,126572,""
831063,52326,Twinkle Potter
831063,54122,Twinkle Hardy
831063,70976,Nancy Christi
831063,136266,Nancy Hogan
831063,184094,""
831063,203085,Twinkle Watts
831063,245420,Winky Gordon
831063,298508,Little Jo Criag
831063,301948,Twinkle Clayton
831063,312840,Inky Wade
831063,335906,Midge Hardy
831063,337602,Peggy Bailey
831063,348014,Herself
831064,33178,Nun
831066,14706,""
831066,63516,""
831066,145848,""
831066,210691,Aurélia
831066,222698,""
831067,26544,Alzira
831068,42108,Hailey
831068,63113,Trudy Jameson
831068,70461,Penny Hopkins
831068,176480,Evelyn
831068,187732,""
831068,195365,Stephanie Thatcher
831068,206335,Martha Graham
831068,404282,Young Eden (1991)
831069,177223,""
831070,43725,Bonnie's aunt
831072,228672,""
831073,392693,Mrs. Royce
831074,368654,Mary Beth
831075,396073,Female Guest
831076,193759,Schoolgirl
831077,194809,Speech Therapist
831077,384097,Gail Bevan (1990)
831078,276163,Pom Pom Girl
831079,31675,Kathy
831080,81070,Secretary
831080,298266,Typist
831081,143531,Lucina
831082,69555,Louisette
831083,101752,Ines von Falckenberg
831083,125293,Natascha
831083,290536,Dorothee
831083,290537,""
831083,290539,""
831083,301085,"1. Krankenschwester"
831083,391284,""
831083,394981,""
831083,395667,Tanja Schildknecht Dressler (
831084,77152,Young Pamela Barnes
831085,5900,Jacques François's wife
831085,14998,Suzanne
831085,34141,Inge
831085,34460,Berhte
831085,100176,Elise Doussouches
831085,113109,Barbara
831085,121427,Louise
831085,140283,Emma's mother
831085,166117,Madeleine
831085,166204,Girlfriend
831085,200940,Madame Groult-Cotelle
831085,225444,Madame Mann
831085,246839,Lodia
831085,260859,Soeur Marie-Françoise
831085,276506,Laurence Delisle
831085,278155,Femme Lepetit
831085,279220,Christine
831085,339970,""
831085,340291,L'essayeuse
831085,345132,""
831085,346532,Anne
831085,350300,Zuster Paula/Moeder
831085,353916,Baronesa de Gondremark
831085,356107,Adrienne
831085,357089,Miss Anne
831086,88685,""
831088,56098,""
831088,77015,Entertainer
831088,88149,Secretary
831088,154059,Mary of Magdala
831088,154882,Miss Lane
831088,163469,""
831088,203791,Farmer
831088,276713,Stenographer
831088,277899,Waitress
831088,283394,Waitress
831088,361652,Mexican Girl
831091,264138,Darla
831092,41251,Young Indian
831093,359973,Pawnee
831093,408880,Mouse (Series 4-5)
831094,359973,Pawnee
831095,95382,Hanneh
831095,193301,""
831095,376514,""
831096,74785,Twin Sister
831097,74785,Twin Sister
831098,304439,Professor's Secretary
831099,95704,Helena Wiktusowa
831099,217276,""
831099,244106,Brygida
831099,255741,""
831099,262208,""
831099,266328,Anna Raczkowska
831099,410485,Borg-Siedlecka (1990-1991)
831100,300056,""
831101,200116,Girlfriend3
831101,380713,Nicole Van Doren (1991)
831102,76126,""
831103,130149,""
831104,356285,Dolly Charter
831105,78796,Bar owner
831106,43987,Herself
831106,44565,Town Hall Clerk
831106,59470,Bunty
831106,67812,Herself
831106,68097,Herself
831106,68108,Herself
831106,113281,US Ambassador's secretary
831106,153646,Herself
831106,153647,Herself
831106,249555,Herself/Host
831106,280993,Susan Lawson
831106,282702,Guest Announcer
831106,282934,Herself
831106,292601,Herself
831106,299471,Betty Hapschatt
831106,315642,Herself
831106,330409,Restaurant Patron
831106,353503,Herself
831106,359932,Spenco executive
831106,382794,Herself
831106,384715,Herself
831106,384749,Herself
831106,385077,Additional Voices
831106,386718,Herself
831106,387243,Herself
831106,389508,Herself
831106,390119,Shelley DuPont
831106,392063,Herself
831106,401853,The Pope
831106,403877,Herself
831106,403878,Herself
831106,403879,Herself
831106,403880,Herself (presenter)
831106,403881,Herself
831106,403882,Herself
831106,403883,Herself
831106,406731,Herself (Series 2)
831106,410521,Herself/Host
831106,410662,Herself
831106,410663,Herself
831106,410664,Herself
831107,53316,Baby Doll
831108,22122,Alona
831108,131014,""
831108,162662,""
831108,189059,Gila
831108,193080,Nira
831108,298777,""
831108,303024,Tikva
831108,306935,Kineret's Mother
831108,383834,Dafna Noyman
831109,20989,""
831110,170442,Julie Allen
831111,107526,Female Hotel Clerk
831112,230873,Punker in Car
831112,288465,Demon
831113,59858,Dalia
831113,178075,Wiggy
831114,130788,Herself/Journalist
831115,7187,Lisa Carlos
831116,136128,Lexi's Birthday Party Dancer
831117,121013,""
831118,5641,Mrs. Penn
831118,16005,Alice
831118,46215,Old Lady with Dog
831118,49391,Hotel Guest
831118,55706,Aunt Victoria Grubb
831118,65757,Mrs. Way
831118,74323,Housekeeper
831118,79703,George Brabazon
831118,80501,"Lena Finn, Theodore's mother"
831118,93579,Miss White
831118,100957,Mrs. Philpott
831118,116512,Cinema box-office attendant
831118,138246,Seamstress
831118,138248,Seamstress
831118,140105,Rachel
831118,151726,Miss Jolly
831118,176933,Margot
831118,191964,Miss Smith
831118,241102,Mrs. Van Dougen's Housekeeper
831118,263786,Miss Gaunt
831118,285669,Mrs. Clall
831118,342587,School Mistress
831118,347977,Old Lady
831118,383627,Betsy
831118,385299,Emily Vinson
831118,388396,Carver
831118,395625,Nancy Price
831118,403926,Dodo Mackintosh (1983-1988)
831118,410582,Gertrude Dana (Bulldogs Bank)
831119,21304,Herself
831120,393173,Jean Kennedy (age 12)
831121,313459,Thuku
831122,27313,"Sra. Madera, Ramon's Mother"
831122,30085,Onlooker
831122,41274,Mme. Fernande
831122,60303,""
831122,79803,Florrie
831122,93956,Italian Dressmaker
831122,124737,""
831122,138791,""
831122,176451,Jennet Clouston
831122,185726,Mrs. Phillips
831122,198885,Second Witch
831122,210508,Seuneh
831122,215335,Lodger
831122,218317,"1st Landlady"
831122,227194,Finn's Grandma
831122,241465,Aunt Anna
831122,271262,Lydia Brangwen
831122,272489,The Medium
831122,285879,Ruf Grigorievna
831122,291807,Mrs. Giass
831122,302689,""
831122,310959,Aida
831122,316227,Secretary
831122,316677,"Mrs. Thoms, Angele's landlady"
831122,330237,Greek Woman
831122,351525,The Maid
831122,351590,Woman Detective
831122,354346,Kitala
831122,354516,Gloria Balbino (A Mother)
831122,383071,Minty
831122,383799,Alice Harkness
831122,388214,Grandmother
831122,400087,""
831122,400814,Dora Nowt
831122,401743,Agatha Poldark
831122,404604,Mrs. Pebbles
831122,409840,Mrs. Tinker
831122,410582,Mrs. Stern
831123,390925,""
831123,397306,Anke Vermeer
831123,411311,Belle Heersma (1997-1998)
831124,144406,""
831125,115728,""
831125,332450,""
831126,137223,Dancer
831127,79049,Customer
831128,241918,Emilia
831130,311195,Young Rachel
831131,144816,Contestant #3
831132,185127,Color Guard/Prison guard
831133,230991,Brenda
831134,355980,Fan
831135,40029,Nurse Amy
831135,57157,Travel Agent
831135,213350,""
831135,254415,Woman at Orphanage
831135,345177,Employee at Airport
831135,395601,Joanne Leiter
831136,40314,Little Girl
831137,73570,Bettina
831137,97410,Interviewed Fan
831137,115886,Unemployment
831137,147844,Customer in Chair
831137,154959,Nightclub Singer
831137,171485,Latisha Jansen
831137,196572,Diane
831137,323992,Andie Norman
831137,366640,Herself
831137,386338,Allison (1987-1988)
831137,392686,Various Characters (1990-1993
831137,392710,Tonia Harris (1995-1998)
831137,402849,Herself
831137,410683,Mom
831138,154959,Bar Patron
831139,349950,""
831140,117442,Sorceress
831140,149938,Ilsa Beck
831140,191832,Christine
831140,301659,Greta Garbo
831140,353525,Claudine
831140,389858,Dr. Greta Ingstrom (1987)
831140,392332,Co-hostess (1971)
831141,201598,Girl #3
831142,209735,""
831143,209657,Kay
831144,161163,""
831145,133858,Theresa Strauß
831146,78984,Aras
831147,157956,Irene Rivers
831148,342938,Lady Asleep at Clinic
831149,292025,Waitress
831150,348753,Ryuunosuke
831151,72580,""
831152,333183,Young Leda
831153,283183,Food Service Girl
831154,242028,""
831155,48703,""
831155,86506,""
831155,204264,Beth
831155,257744,Jane
831155,291422,Nina
831155,308084,Mrs. Avery
831155,352833,Mom
831155,363078,Lucy Becknell
831155,400236,Emily Haynes (1994)
831155,401543,Liz Pitt
831155,411339,Miranda Devereaux
831156,106253,Cop Girl 1
831156,277090,Indian Maiden
831157,154629,Officer Dillon
831158,232777,Herself
831159,13685,Kathy
831159,108250,Alysa
831159,110320,Sandy Goodall
831159,139062,Laura
831159,210469,Lena Warburton
831159,248976,Tina
